id;AUTHOR;COMPNAM;CREAT;CREAT1;CREAT2;DESCRI;GEOGR;IDENTIF;INSCR;INV;IWAY;IZGOT;NCOMP;NFOND;SIZES;SPIEX;SPIRUBR;VLAD;path_xml;path_miniature;path_fullsize
00128415;Desmaisons E.;Фотография художественного изображения.;Начало 1860-х гг.;1860;1869;-1;Париж.;ГМТ КП-6829/3;-1;Ф-12612;Закупка;-1;Фотоальбом 1860-х гг. с портретами представителей императорской семьи и светского общества.;Фотофонд;8,6х5,5 фото сепия 10,3х6,0 бланк;-1;Представители императорского дома;Магазин «Антиквариат» П.В. Губара.;./xmls/00128415.xml;./miniatures/00128415.xml;./fullsize/00128415.xml
00092189;Толстая С.А. (Берс);-1;1899;1899;1899;-1;Ясная Поляна;ГМТ КП-11332/37;-1;Ф-15209;-1;-1;-1;Фотофонд;"12,0х16,6 (фотография)
16,9х22,8 (картон)";-1;За работой;-1;./xmls/00092189.xml;./miniatures/00092189.xml;./fullsize/00092189.xml
00111519;Василевский Ж.;-1;Конец 1860-х гг.;1860;1869;-1;Кутаис (Кавказ).;ГМТ КП-10000;-1;Ф-9197;Безвозмездная передача;-1;-1;Фотофонд;8,7 х 5,4 (фотография). 8,7 х 5,9 (бланк).;-1;Т.А. Кузминская и ее семья;Из старых поступлений;./xmls/00111519.xml;./miniatures/00111519.xml;./fullsize/00111519.xml
00140030;Толстая А.Л.;-1;1905 г.;1905;1905;-1;Ясная Поляна;ГМТ КП-4774/73;-1;Ф-10514;Безвозмездная передача;-1;Альбом фотографий, поступивший из библиотеки ГМТ;Фотофонд;6,0х8,5;-1;Л.Н.Толстой с разными лицами (не родственниками);Библиотека Государственного музея Л.Н. Толстого;./xmls/00140030.xml;./miniatures/00140030.xml;./fullsize/00140030.xml
00129086;Деньер А.И.;-1;Начало 1860-х гг.;1860;1869;-1;-1;ГМТ КП-6829/26;-1;Ф-12635;Закупка;-1;Фотоальбом 1860-х гг. с портретами представителей императорской семьи и светского общества.;Фотофонд;8,8х5,4 фото сепия;-1;Представители императорского дома;Магазин «Антиквариат» П.В. Губара.;./xmls/00129086.xml;./miniatures/00129086.xml;./fullsize/00129086.xml
00141448;-1;-1;1920-1930 гг.;1920;1930;-1;Ясная Поляна.;ГМТ КП-13123/16;-1;Ф-13637/16;Безвозмездная передача;-1;Альбом фотографий Е.С. Денисенко.;Фотофонд;7,9х8,2;-1;Прочее;из архива Денисенко Е.С.;./xmls/00141448.xml;./miniatures/00141448.xml;./fullsize/00141448.xml
00140742;Абамелек-Лазарев С.С.;-1;1885 г.;1885;1885;-1;Ясная Поляна;ГМТ КП-10733/52;-1;Ф-10389;Безвозмездная передача;-1;Альбом фотографий Л.Н.Толстого;Фотофонд;12,5х9,0;-1;1880-е годы;Главное архивное управление;./xmls/00140742.xml;./miniatures/00140742.xml;./fullsize/00140742.xml
00103109;-1;-1;Конец 1860-х - 1870-е;1860;1879;-1;Северный Кавказ;ГМТ КП-5615/36;-1;Ф-6459;Безвозмездная передача;-1;-1;Фотофонд;20,9х27,4 (фотография сепия) 29,4х32,3 (картон);-1;Кавказ;Госмузфонд;./xmls/00103109.xml;./miniatures/00103109.xml;./fullsize/00103109.xml
00140024;-1;-1;-1;1902;1902;-1;Усадьба Ясная Поляна;ГМТ КП-4774/69;-1;Ф-10510;Безвозмездная передача;-1;Альбом фотографий, поступивший из библиотеки ГМТ;Фотофонд;5,5х6,5;-1;Парк и сады (аллеи, лес, пруды);Библиотека Государственного музея Л.Н. Толстого;./xmls/00140024.xml;./miniatures/00140024.xml;./fullsize/00140024.xml
00092638;-1;-1;1906 г.;1906;1906;-1;Ясная Поляна;ГМТ КП-11341/36;-1;Ф-15619;передано из Ясной Поляны;-1;-1;Фотофонд;12,0 х 17,3 (фотография) 17,0 х 23,1 (картон);"Выставка:""Т.Л. Толстая-Сухотина(1864-1950)"" на Пятницкой. 2014, отдел ""Толстовский центр на Пятницкой-12"". Россия, Москва";Российские;-1;./xmls/00092638.xml;./miniatures/00092638.xml;./fullsize/00092638.xml
00134955;Толстая А.Л.;-1;1903 г.;1903;1903;-1;Ясная Поляна.;ГМТ КП-5628/74;-1;Ф-10653;Закупка;-1;-1;Фотофонд;9,0х9,2;-1;Л.Н.Толстой (один) верхом;Лисовская Эмилия Федоровна;./xmls/00134955.xml;./miniatures/00134955.xml;./fullsize/00134955.xml
00104896;Чертков В.Г.;Л.Н.Толстой сидит у окна (почти поколенноЮ 3/4 влево, нога на ногу, облокотившись на подлокотник кресла), в темной блузе, в накинутой на плечи вязаной кофте, в руках рукописные листы. Слева за пишущей машинкой сидит А.Л.Толстая;1909;1909;1909;-1;Ясная Поляна;ГМТ КП-19677/231;-1;Ф-20911;Закупка;-1;-1;Фотофонд;12,5х20 (сепия);-1;Альбом 08_@kp19677!224-239_Ф20904-20919, Л.Н.Толстой со своими детьми;Чертков Владимир Владимирович;./xmls/00104896.xml;./miniatures/00104896.xml;./fullsize/00104896.xml
00141312;-1;-1;1902 г.?;1902;1902;-1;Ясная Поляна.;ГМТ КП-13123/4;-1;Ф-13637/4;Безвозмездная передача;-1;Альбом фотографий Е.С. Денисенко.;Фотофонд;9,5х8,1;-1;М.Н. Толстая и ее семья;из архива Денисенко Е.С.;./xmls/00141312.xml;./miniatures/00141312.xml;./fullsize/00141312.xml
00097026;Ходасевич Ф.И.;-1;1870 г.;1870;1870;-1;Тула.;ГМТ КП-4204;-1;Ф-2453;-1;-1;-1;Фотофонд;14,2 х 10,0 (фотография). 16,7 х 11,3 (бланк).;"""Анна Каренина"" в иллюстрациях А.Алексеева. отдел ""Толстовский центр на Пятницкой-12"", г. Москва, ""Моя жизнь. К 175-летию С.А.Толстой"", отдел ""Толстовский центр на Пятницкой-12"", г.Москва, «Быть женой Льва Толстого». Культурный центр им. Л.Н. Толстого, г. Железноводск. Железноводск, «Кнут и пряник. Как любить ребенка? отдел ""Толстовский центр на Пятницкой-12"", г.Москва";Дети   Л.Н. и С.А. Толстых  в группах   (с членами семьи, родственниками и знакомыми);-1;./xmls/00097026.xml;./miniatures/00097026.xml;./fullsize/00097026.xml
00141460;Бирюков П.И.;-1;1905 г.;1905;1905;-1;Ясная Поляна.;ГМТ КП-13123/21;-1;Ф-13637/21;Безвозмездная передача;-1;Альбом фотографий Е.С. Денисенко.;Фотофонд;5,0х7,7;-1;Л.Н.Толстой с разными лицами (не родственниками);из архива Денисенко Е.С.;./xmls/00141460.xml;./miniatures/00141460.xml;./fullsize/00141460.xml
00111257;-1;-1;1916 г.;1916;1916;-1;-1;ГМТ КП-7005;-1;Ф-3575;Безвозмездная передача;"Фирма ""Шерер, Набгольц и К°""";-1;Фотофонд;17,2х22,6 (фото) 23,8х33,0 (паспарту);-1;-1;Государственный Толстовский музей;./xmls/00111257.xml;./miniatures/00111257.xml;./fullsize/00111257.xml
00137290;-1;-1;1907 г.?;1907;1907;-1;-1;ГМТ КП-11349/26;-1;Ф-15776/26;Безвозмездная передача;-1;Фотоальбом С.А.Толстой №4;Фотофонд;9,1х11,7;-1;O.K. Толстая (Дитерихс) одна и с детьми, Фотоальбом №4 С.А. Толстой 1900-е гг;"Музей-усадьба ""Ясная Поляна""";./xmls/00137290.xml;./miniatures/00137290.xml;./fullsize/00137290.xml
00129247;Бергамаско К.И.;-1;1870-х г. (?);1870;1879;-1;С-Петербург;ГМТ КП-5891/40;-1;Ф-11992;Безвозмездная передача;-1;Альбом фотографий гр. Левашовой (Паниной);Фотофонд;13,6х9,7 фотография в свету;-1;Разные лица (персоналии).;Ленинградский фонд;./xmls/00129247.xml;./miniatures/00129247.xml;./fullsize/00129247.xml
00109197;-1;-1;1908 г.;1908;1908;-1;Москва;ГМТ КП-6142/2;-1;Ф-2473;Безвозмездная передача;Фирма «Боассон-Эгглер»;-1;Фотофонд;13,4х10,0 фотография 26,0х20,8 бланк;-1;С.А. Толстая (одна), 1901 -1919 гг.;Государственная библиотека имени В.И.Ленина;./xmls/00109197.xml;./miniatures/00109197.xml;./fullsize/00109197.xml
00137079;Сергеенко П.А.;-1;1908 г.;1908;1908;-1;Ясная Поляна;ГМТ КП-11349/7;-1;Ф-15776/7;Безвозмездная передача;-1;Фотоальбом С.А.Толстой №4;Фотофонд;8,9х10,7;-1;Л.Н.Толстой в кругу родных и знакомых, Фотоальбом №4 С.А. Толстой 1900-е гг;"Музей-усадьба ""Ясная Поляна""";./xmls/00137079.xml;./miniatures/00137079.xml;./fullsize/00137079.xml
00129253;Левицкий С.Л.;-1;Нач.1870-х г.г. (?);1870;1879;-1;С-Петербург;ГМТ КП-5891/44;-1;Ф-11996;Безвозмездная передача;-1;Альбом фотографий гр. Левашовой (Паниной);Фотофонд;13,6х9,7 фотография в свету;-1;Представители императорского дома;Ленинградский фонд;./xmls/00129253.xml;./miniatures/00129253.xml;./fullsize/00129253.xml
00113865;Сергеенко П.А.;-1;Май 1903 г.;1903;1903;-1;Ясная Поляна.;ГМТ КП-4493/356;-1;Ф-3284;Безвозмездная передача;-1;-1;Фотофонд;10,1х13,4;Л.Н. Толстой и благотворительность, Толстой и благотворительность. Фотофонд;Л.Н.Толстой и крестьяне;Севастопольский Военно-исторический музей;./xmls/00113865.xml;./miniatures/00113865.xml;./fullsize/00113865.xml
00122448;Протасевич Ф.Т.;-1;1903;1903;1903;На обороте автограф С.А.Толстой: «Гр. Софiя Андреевна Толстая (плохая) 1908 г.»;Ясная Поляна;ГМТ КП-11344/3;-1;Ф-15730;Безвозмездная передача;-1;-1;Фотофонд;27,0х21,2 фото 42,3х34,5 бланк;-1;С.А. Толстая (одна), 1901 -1919 гг.;"Музей-усадьба ""Ясная Поляна""";./xmls/00122448.xml;./miniatures/00122448.xml;./fullsize/00122448.xml
00132883;-1;-1;1911-1912 г.г.;1911;1912;-1;Пирогово Тульская губ.;ГМТ КП-19640/78;-1;Ф-23435;Безвозмездная передача;-1;-1;Фотофонд;8,0х5,4 фотография ч/б;-1;М.Н. Толстая и ее семья;Архив С.А. Толстой-Есениной;./xmls/00132883.xml;./miniatures/00132883.xml;./fullsize/00132883.xml
00105949;Чертков В.Г.;-1;Зима 1908;1908;1908;-1;Ясная Поляна;ГМТ КП-19677/386;-1;Ф-21066;Закупка;-1;-1;Фотофонд;16,9х23,6;-1;Альбом 11_ @kp19677/357-386_Ф21037-21066, 1900-е годы (юбилей в 1908г – отдельная рубрика);Чертков Владимир Владимирович;./xmls/00105949.xml;./miniatures/00105949.xml;./fullsize/00105949.xml
00135652;Бодянский И.А.;-1;1903 г.;1903;1903;-1;Ясная Поляна.;ГМТ КП-5628/173;-1;Ф-10608;Закупка;-1;-1;Фотофонд;21,5х17,0;-1;1900-е годы (юбилей в 1908г – отдельная рубрика);Лисовская Эмилия Федоровна;./xmls/00135652.xml;./miniatures/00135652.xml;./fullsize/00135652.xml
00135646;-1;-1;1900-е гг.;1900;1909;-1;-1;ГМТ КП-5628/171;-1;Ф-10750;Закупка;-1;-1;Фотофонд;12,8х9,5;-1;Фотографии художественных изображений и скульптур;Лисовская Эмилия Федоровна;./xmls/00135646.xml;./miniatures/00135646.xml;./fullsize/00135646.xml
00102954;Кулаков П.Е.;-1;1908;1908;1908;-1;Ясная Поляна;ГМТ КП-3760/999;-1;Ф-4908;Закупка;-1;-1;Фотофонд;7,5х7,6;"Л.Н.Толстой как зеркало русской революции. Государственный музей Л.Н.Толстого, г. Москва, ""Моя жизнь. К 175-летию С.А.Толстой"", отдел ""Толстовский центр на Пятницкой-12"", г.Москва";Портреты (в т.ч. групповые);Гаскевич Ольга Петровна;./xmls/00102954.xml;./miniatures/00102954.xml;./fullsize/00102954.xml
00106501;-1;Бред Дутлова (лежит у печки, приподнявшись, в ужасе) Справа видна фигура мужчины из-за повешенного на верёвке белья.;1937;1937;1937;-1;Москва;ГМТ КП-8201/3;-1;Ф-7120;Закупка;-1;-1;Фотофонд;12,4х17,2;-1;Театральные постановки и экранизации произведений Толстого;Сироткин М. А.;./xmls/00106501.xml;./miniatures/00106501.xml;./fullsize/00106501.xml
00105008;Чертков В.Г.;Почти погрудно, 3/4 влево. В темном пальто.Сидит, полуобернувшись влево головой. Руки перед собой, большие пальцы домиком;1908;1908;1908;-1;Ясенки;ГМТ КП-19677/159;-1;Ф-19377/13;Закупка;-1;-1;Фотофонд;11,4х8,7;-1;Альбом 06_@kp19677!147-181_Ф19377!1-35, 1900-е годы (юбилей в 1908г – отдельная рубрика);Чертков Владимир Владимирович;./xmls/00105008.xml;./miniatures/00105008.xml;./fullsize/00105008.xml
00135875;-1;-1;1906 г.;1906;1906;-1;Англия;ГМТ КП-11356/36;-1;Ф-15783/36;Безвозмездная передача;-1;Фотоальбом С.А.Толстой №2;Фотофонд;7,2х11,4 сепия;-1;Внуки   Л.Н. и С.А. Толстых  в группах   (с членами семьи, родственниками и знакомыми);"Музей-усадьба ""Ясная Поляна""";./xmls/00135875.xml;./miniatures/00135875.xml;./fullsize/00135875.xml
00104470;Чертков В.Г.;В рост, фас, в светлых блузе и картузе.;1907 г.;1907;1907;-1;Ясная Поляна;ГМТ КП-19677/26;-1;Ф-19373/1;Закупка;-1;-1;Фотофонд;20,3х16,0;-1;1890-е годы, Альбом 02_@kp19677!26-50_Ф 19373!1-25;Чертков Владимир Владимирович;./xmls/00104470.xml;./miniatures/00104470.xml;./fullsize/00104470.xml
00106267;-1;Три мужика - артисты Степанов, Гутхейв и Ш...гоф.;1893;1893;1893;-1;Новочеркасск;ГМТ КП-4001/482;-1;Ф-6831;Безвозмездная передача;-1;-1;Фотофонд;15,1х12,5;-1;Театральные постановки и экранизации произведений Толстого;Севастопольский Толстовский музей;./xmls/00106267.xml;./miniatures/00106267.xml;./fullsize/00106267.xml
00106273;Чертков В.Г.;На 1-ом плане - снежная равнина, на 2-ом - деревья парка, слева видны въездные башни усадьбы Ясная Поляна и каменка;Зима 1908-1910;1908;1910;-1;Ясная Поляна;ГМТ КП-19677/427;-1;Ф-21107;Закупка;-1;-1;Фотофонд;13,1х20,8;-1;-1;Чертков Владимир Владимирович;./xmls/00106273.xml;./miniatures/00106273.xml;./fullsize/00106273.xml
00132868;-1;-1;Нач. 1900-х г.г.;1900;1909;-1;Тульская губ.;ГМТ КП-19640/63;-1;Ф-23420;Безвозмездная передача;-1;-1;Фотофонд;4,8х5,6 фотография ч/б;-1;Пирогово (Большое и Малое);Архив С.А. Толстой-Есениной;./xmls/00132868.xml;./miniatures/00132868.xml;./fullsize/00132868.xml
00142357;-1;-1;1863 г.;1863;1863;-1;г. Тула;ГМТ КП-13655;-1;Ф-13937;-1;-1;-1;Фотофонд;10,1х6,0;"«Кнут и пряник. Как любить ребенка? отдел ""Толстовский центр на Пятницкой-12"", г.Москва";С.Л. Толстой;-1;./xmls/00142357.xml;./miniatures/00142357.xml;./fullsize/00142357.xml
00132840;-1;-1;Нач. 1900-х  г.г.;1900;1909;-1;-1;ГМТ КП-19640/48;-1;Ф-23405;Безвозмездная передача;-1;-1;Фотофонд;5,5х7,0 фотография ч/б;-1;М.Н. Толстая и ее семья;Архив С.А. Толстой-Есениной;./xmls/00132840.xml;./miniatures/00132840.xml;./fullsize/00132840.xml
00133586;-1;-1;1903-1904 гг.;1903;1904;-1;Египет.;ГМТ КП-11358/73;-1;Ф-15785/73;Безвозмездная передача;-1;Фотоальбом С.А.Толстой №1;Фотофонд;8,4х8,9;-1;Дети  Л.Л. Толстого (одни и в группах);"Музей-усадьба ""Ясная Поляна""";./xmls/00133586.xml;./miniatures/00133586.xml;./fullsize/00133586.xml
00102983;-1;-1;1892 г.;1892;1892;-1;Ясная Поляна.;ГМТ КП-4493/589;-1;Ф-3980;Безвозмездная передача;"Фирма ""Шерер, Набгольц и К°""";-1;Фотофонд;15,9 х 22,8 (фотография). 22,1 х 29,0 (паспарту).;Л.Н.Толстой как зеркало русской революции. Государственный музей Л.Н.Толстого, г. Москва, Герои романа «Война и мир в кинематографе и иллюстрациях российских художников XX века». АНО «Центр кинофеститвалей и международных программ», г.Москва;Интерьеры;Севастопольский Военно-исторический музей;./xmls/00102983.xml;./miniatures/00102983.xml;./fullsize/00102983.xml
00105034;Чертков В.Г.;По пояс, 3/4 вправо, на темном фоне, в белой блузе;1907;1907;1907;-1;Ясная Поляна;ГМТ КП-19677/182;-1;Ф-19378/1;Закупка;-1;-1;Фотофонд;11,5х9,0;-1;Альбом 07_@kp19677!182-223_Ф19378!1-42, 1900-е годы (юбилей в 1908г – отдельная рубрика);Чертков Владимир Владимирович;./xmls/00105034.xml;./miniatures/00105034.xml;./fullsize/00105034.xml
00110439;Чертков В.Г.;Слева - Владимир Чертков (сын).;1908;1908;1908;-1;Козлова Засека Тульской губ.;ГМТ КП-3760/460;-1;Ф-2932;-1;-1;-1;Фотофонд;16,3х16,4;-1;Л.Н.Толстой с одной персоной;-1;./xmls/00110439.xml;./miniatures/00110439.xml;./fullsize/00110439.xml
00141110;-1;Сидит на скамейке в парке;1896 г.;1896;1896;-1;Ясная Поляна;ГМТ КП-5644/19;-1;Ф-3744;Дар;-1;-1;Фотофонд;8,8х5,8 фото 10,0х6,0 паспарту;-1;Единомышленники Л.Н. Толстого в группах и вдвоем + духоборы;Булгаков Валентин Федорович;./xmls/00141110.xml;./miniatures/00141110.xml;./fullsize/00141110.xml
00105752;Чертков В.Г.;Поясное изображение, почти фас. В темном пальто. Поджав губы, смотрит в объектив, ухмыляясь.;1907;1907;1907;-1;Ясная Поляна;ГМТ КП-19677/350;-1;Ф-21030;Закупка;-1;-1;Фотофонд;11,2х7,8 сепия;-1;-1;Чертков Владимир Владимирович;./xmls/00105752.xml;./miniatures/00105752.xml;./fullsize/00105752.xml
00135849;Тапсель Т.;Слева направо: Т.Л. и М.С. Сухотины, Е.П. Сухотина, Л.М. Сухотин, С.М. Сухотин, П.Г. Дашкевич, Таня Сухотина на руках у няни, слуга, В.Ф. Булгаков, Д.П. Маковицкий, В.Г. Чертков, Л.Н. Толстой.;1910 г.;1910;1910;-1;Кочеты.;ГМТ КП-5628/197;-1;Ф-2369;Закупка;-1;-1;Фотофонд;16,5х22,2;-1;Л.Н.Толстой в кругу родных и знакомых;Лисовская Эмилия Федоровна;./xmls/00135849.xml;./miniatures/00135849.xml;./fullsize/00135849.xml
00135685;Чертков В.Г.;-1;1910 г.;1910;1910;-1;Мещерское.;ГМТ КП-5628/178;-1;Ф-858;Закупка;-1;-1;Фотофонд;16,8х23,5;-1;1910 г.;Лисовская Эмилия Федоровна;./xmls/00135685.xml;./miniatures/00135685.xml;./fullsize/00135685.xml
00105746;Чертков В.Г.;На темном фоне. Погрудно, в темных блузе и круглой шапочке. Корпус - 3/4 вправо, голова - почти фас, немного наклонена влево. Смотрит в объектив.;1907;1907;1907;-1;Ясная Поляна;ГМТ КП-19677/344;-1;Ф-21024;Закупка;-1;-1;Фотофонд;10,2х7,1 сепия;-1;-1;Чертков Владимир Владимирович;./xmls/00105746.xml;./miniatures/00105746.xml;./fullsize/00105746.xml
00104458;Тапсель Т.;В рост, около входа в дом. Л.Н. Толстой в светлой блузе и шляпе читает письмо.;июнь 1910 г.;1910;1910;-1;Мещерское (имение Отрада);ГМТ КП-19677/19;-1;Ф-22309;Закупка;-1;-1;Фотофонд;17,2х21,8;-1;Л.Н.Толстой с разными лицами (не родственниками), Альбом 01;Чертков Владимир Владимирович;./xmls/00104458.xml;./miniatures/00104458.xml;./fullsize/00104458.xml
00107151;Чертков В.Г.;На 1-ом плане равнина, слева - крыши двух изб, в центре - дорога, на которой вдали видны сани, запряженные лошадью (силуэт). На 2-ом плане - уходящая вдаль равнина и за нею - полоса леса.;Зима 1908-1909;1908;1909;-1;Ясная Поляна.;ГМТ КП-19677/569;-1;Ф-21244;Закупка;-1;-1;Фотофонд;13,5х23,4;-1;1900-е годы (юбилей в 1908г – отдельная рубрика);Чертков Владимир Владимирович;./xmls/00107151.xml;./miniatures/00107151.xml;./fullsize/00107151.xml
00133592;Толстая С.А. (Берс);-1;1904 г.;1904;1904;-1;Ясная Поляна.;ГМТ КП-11358/78;-1;Ф-15785/78;Безвозмездная передача;-1;Фотоальбом С.А.Толстой №1;Фотофонд;11,7х9,0;-1;Дети   Л.Н. и С.А. Толстых  в группах   (с членами семьи, родственниками и знакомыми);"Музей-усадьба ""Ясная Поляна""";./xmls/00133592.xml;./miniatures/00133592.xml;./fullsize/00133592.xml
00105020;Чертков В.Г.;Почти в рост, профиль влево. В темной блузе, стоит на берегу Большого пруда, руки за спиной, опирается ими на палку;28 июня 1907;1907;1907;-1;Ясная Поляна;ГМТ КП-19677/171;-1;Ф-19377/25;Закупка;-1;-1;Фотофонд;23,3х19,0;-1;Альбом 06_@kp19677!147-181_Ф19377!1-35, 1900-е годы (юбилей в 1908г – отдельная рубрика);Чертков Владимир Владимирович;./xmls/00105020.xml;./miniatures/00105020.xml;./fullsize/00105020.xml
00134404;-1;-1;1900-е гг.;1900;1909;-1;-1;ГМТ КП-5628/48;-1;Ф-10627;Закупка;-1;-1;Фотофонд;15,0х11,1;-1;Фотографии художественных изображений и скульптур;Лисовская Эмилия Федоровна;./xmls/00134404.xml;./miniatures/00134404.xml;./fullsize/00134404.xml
00128039;Вестли Э.;-1;Нач. 1870-х г.г.;1870;1879;-1;Тифлис;ГМТ КП-5895/23;-1;Ф-12025;Безвозмездная передача;-1;Альбом фотографий Гр. Левашовых;Фотофонд;13,7х9,8 сепия 15,1х10,8 бланк;-1;Разные лица (персоналии).;Ленинградский фонд;./xmls/00128039.xml;./miniatures/00128039.xml;./fullsize/00128039.xml
00130676;Сергеенко П.А.;-1;1905 г.;1905;1905;-1;Ясная Поляна.;ГМТ КП-3760/433;-1;Ф-2534;-1;-1;-1;Фотофонд;7,5 х 9,6;"""Моя жизнь. К 175-летию С.А.Толстой"", отдел ""Толстовский центр на Пятницкой-12"", г.Москва";С.А. Толстая (одна), 1901 -1919 гг.;-1;./xmls/00130676.xml;./miniatures/00130676.xml;./fullsize/00130676.xml
00135068;Томашевич Е.С.;-1;1891 г.;1891;1891;-1;Ясная Поляна.;ГМТ КП-5628/77;-1;Ф-10656;Закупка;-1;-1;Фотофонд;12,7х8,9;-1;1890-е годы;Лисовская Эмилия Федоровна;./xmls/00135068.xml;./miniatures/00135068.xml;./fullsize/00135068.xml
